,line_id,tag_type,country,length,voltage,circuits,tag_frequency,bus0,bus1,underground,under_construction,dc,geometry,bounds,bus_0_coors,bus_1_coors,bus0_lon,bus0_lat,bus1_lon,bus1_lat
64,-1705350592_0,line,BO,1400.9578177742635,115000,3.0,50.0,59,64,False,False,False,"LINESTRING (-68.1818 -16.566, -68.18184 -16.565951, -68.188169 -16.576377, -68.1882 -16.5764)","MULTIPOINT ((-68.1818 -16.566), (-68.1882 -16.5764))",POINT (-68.1818 -16.566),POINT (-68.1882 -16.5764),-68.1818,-16.566,-68.1882,-16.5764
65,1631160969_0,line,BO,86031.49032888412,115000,3.0,50.0,60,18,False,False,False,"LINESTRING (-65.8377 -18.8788, -65.837719 -18.878811, -65.800775 -19.607625, -65.7998 -19.6066)","MULTIPOINT ((-65.8377 -18.8788), (-65.7998 -19.6066))",POINT (-65.8377 -18.8788),POINT (-65.7998 -19.6066),-65.8377,-18.8788,-65.7998,-19.6066
66,-393847358_0,line,BO,64734.00537398769,115000,3.0,50.0,18,12,False,False,False,"LINESTRING (-65.7998 -19.6066, -65.800775 -19.607625, -66.14098 -20.051275, -66.141 -20.0513)","MULTIPOINT ((-65.7998 -19.6066), (-66.141 -20.0513))",POINT (-65.7998 -19.6066),POINT (-66.141 -20.0513),-65.7998,-19.6066,-66.141,-20.0513
67,-885192936_0,line,BO,64980.67025099891,115000,3.0,50.0,61,85,False,False,False,"LINESTRING (-65.8575 -17.5157, -65.85752 -17.515665, -65.285781 -17.627887, -65.2858 -17.6279)","MULTIPOINT ((-65.8575 -17.5157), (-65.2858 -17.6279))",POINT (-65.8575 -17.5157),POINT (-65.2858 -17.6279),-65.8575,-17.5157,-65.2858,-17.6279
68,2048231543_0,line,BO,54756.181642272546,115000,3.0,50.0,6,86,False,False,False,"LINESTRING (-67.1092 -17.8116, -67.109151 -17.811603, -67.437159 -17.462282, -67.4372 -17.4623)","MULTIPOINT ((-67.1092 -17.8116), (-67.4372 -17.4623))",POINT (-67.1092 -17.8116),POINT (-67.4372 -17.4623),-67.1092,-17.8116,-67.4372,-17.4623
69,321953905_0,line,BO,54756.181642272546,115000,3.0,50.0,6,86,False,False,False,"LINESTRING (-67.1092 -17.8116, -67.109151 -17.811603, -67.437159 -17.462282, -67.4372 -17.4623)","MULTIPOINT ((-67.1092 -17.8116), (-67.4372 -17.4623))",POINT (-67.1092 -17.8116),POINT (-67.4372 -17.4623),-67.1092,-17.8116,-67.4372,-17.4623
70,-546895751_0,line,BO,10960.635783682445,115000,3.0,50.0,19,87,False,False,False,"LINESTRING (-64.7961 -14.8363, -64.796088 -14.836302, -64.892929 -14.853496, -64.8929 -14.8535)","MULTIPOINT ((-64.7961 -14.8363), (-64.8929 -14.8535))",POINT (-64.7961 -14.8363),POINT (-64.8929 -14.8535),-64.7961,-14.8363,-64.8929,-14.8535
71,733428179_0,line,BO,10960.635783682445,115000,3.0,50.0,19,87,False,False,False,"LINESTRING (-64.7961 -14.8363, -64.796088 -14.836302, -64.892929 -14.853496, -64.8929 -14.8535)","MULTIPOINT ((-64.7961 -14.8363), (-64.8929 -14.8535))",POINT (-64.7961 -14.8363),POINT (-64.8929 -14.8535),-64.7961,-14.8363,-64.8929,-14.8535
72,-2004087020_0,line,BO,4989.518190677686,115000,3.0,50.0,22,57,False,False,False,"LINESTRING (-65.6848 -19.5193, -65.685776 -19.520262, -65.707404 -19.483256, -65.7074 -19.4833)","MULTIPOINT ((-65.6848 -19.5193), (-65.7074 -19.4833))",POINT (-65.6848 -19.5193),POINT (-65.7074 -19.4833),-65.6848,-19.5193,-65.7074,-19.4833
73,-1964503845_0,line,BO,49863.641707324015,115000,3.0,50.0,23,88,False,False,False,"LINESTRING (-67.156 -21.1337, -67.156044 -21.133749, -67.273941 -20.73013, -67.2739 -20.7301)","MULTIPOINT ((-67.156 -21.1337), (-67.2739 -20.7301))",POINT (-67.156 -21.1337),POINT (-67.2739 -20.7301),-67.156,-21.1337,-67.2739,-20.7301
74,-413285834_0,line,BO,60688.906361434725,115000,3.0,50.0,12,28,False,False,False,"LINESTRING (-66.141 -20.0513, -66.14098 -20.051275, -66.230868 -20.55558, -66.2299 -20.5546)","MULTIPOINT ((-66.141 -20.0513), (-66.2299 -20.5546))",POINT (-66.141 -20.0513),POINT (-66.2299 -20.5546),-66.141,-20.0513,-66.2299,-20.5546
75,1594273463_0,line,BO,14904.437370181131,115000,3.0,50.0,62,50,False,False,False,"LINESTRING (-65.9808 -17.3844, -65.980758 -17.384384, -66.114585 -17.380501, -66.1146 -17.3805)","MULTIPOINT ((-65.9808 -17.3844), (-66.1146 -17.3805))",POINT (-65.9808 -17.3844),POINT (-66.1146 -17.3805),-65.9808,-17.3844,-66.1146,-17.3805
76,1208445144_0,line,BO,20564.079142768092,115000,3.0,50.0,62,61,False,False,False,"LINESTRING (-65.9808 -17.3844, -65.980758 -17.384384, -65.85752 -17.515665, -65.8575 -17.5157)","MULTIPOINT ((-65.9808 -17.3844), (-65.8575 -17.5157))",POINT (-65.9808 -17.3844),POINT (-65.8575 -17.5157),-65.9808,-17.3844,-65.8575,-17.5157
77,1872975398_0,line,BO,28500.839059261987,115000,3.0,50.0,63,62,False,False,False,"LINESTRING (-65.823 -17.1919, -65.822969 -17.191868, -65.980758 -17.384384, -65.9808 -17.3844)","MULTIPOINT ((-65.823 -17.1919), (-65.9808 -17.3844))",POINT (-65.823 -17.1919),POINT (-65.9808 -17.3844),-65.823,-17.1919,-65.9808,-17.3844
78,-1083446465_0,line,BO,8212.79745621615,115000,3.0,50.0,63,2,False,False,False,"LINESTRING (-65.823 -17.1919, -65.822969 -17.191868, -65.750613 -17.178102, -65.7506 -17.1781)","MULTIPOINT ((-65.823 -17.1919), (-65.7506 -17.1781))",POINT (-65.823 -17.1919),POINT (-65.7506 -17.1781),-65.823,-17.1919,-65.7506,-17.1781
79,976170643_0,line,BO,13543.575562327589,115000,3.0,50.0,64,0,False,False,False,"LINESTRING (-68.1882 -16.5764, -68.188169 -16.576377, -68.169479 -16.691566, -68.1695 -16.6916)","MULTIPOINT ((-68.1882 -16.5764), (-68.1695 -16.6916))",POINT (-68.1882 -16.5764),POINT (-68.1695 -16.6916),-68.1882,-16.5764,-68.1695,-16.6916
80,-929792848_0,line,BO,80301.88831945942,115000,3.0,50.0,15,22,False,False,False,"LINESTRING (-65.2177 -19.0003, -65.218687 -19.001312, -65.685776 -19.520262, -65.6848 -19.5193)","MULTIPOINT ((-65.2177 -19.0003), (-65.6848 -19.5193))",POINT (-65.2177 -19.0003),POINT (-65.6848 -19.5193),-65.2177,-19.0003,-65.6848,-19.5193
81,1286796265_0,line,BO,40800.44255483097,115000,3.0,50.0,65,84,False,False,False,"LINESTRING (-66.2933 -17.7318, -66.293289 -17.731794, -66.389803 -18.068259, -66.3898 -18.0683)","MULTIPOINT ((-66.2933 -17.7318), (-66.3898 -18.0683))",POINT (-66.2933 -17.7318),POINT (-66.3898 -18.0683),-66.2933,-17.7318,-66.3898,-18.0683
82,1333044421_0,line,BO,40583.8250632801,115000,3.0,50.0,10,65,False,False,False,"LINESTRING (-66.1168 -17.4282, -66.116327 -17.427939, -66.293289 -17.731794, -66.2933 -17.7318)","MULTIPOINT ((-66.1168 -17.4282), (-66.2933 -17.7318))",POINT (-66.1168 -17.4282),POINT (-66.2933 -17.7318),-66.1168,-17.4282,-66.2933,-17.7318
83,1244424213_0,line,BO,107737.67490088362,115000,3.0,50.0,10,52,False,False,False,"LINESTRING (-66.1168 -17.4282, -66.116327 -17.427939, -67.036498 -17.713892, -67.0365 -17.7139)","MULTIPOINT ((-66.1168 -17.4282), (-67.0365 -17.7139))",POINT (-66.1168 -17.4282),POINT (-67.0365 -17.7139),-66.1168,-17.4282,-67.0365,-17.7139
84,-251780797_0,line,BO,44058.96390080865,115000,3.0,50.0,25,54,False,False,False,"LINESTRING (-67.0447 -17.9696, -67.044731 -17.96955, -66.818309 -18.278069, -66.8183 -18.2781)","MULTIPOINT ((-67.0447 -17.9696), (-66.8183 -18.2781))",POINT (-67.0447 -17.9696),POINT (-66.8183 -18.2781),-67.0447,-17.9696,-66.8183,-18.2781
85,-694231642_0,line,BO,100784.52888585863,115000,3.0,50.0,51,68,False,False,False,"LINESTRING (-67.5606 -15.8445, -67.560632 -15.844503, -67.022302 -15.143031, -67.0223 -15.143)","MULTIPOINT ((-67.5606 -15.8445), (-67.0223 -15.143))",POINT (-67.5606 -15.8445),POINT (-67.0223 -15.143),-67.5606,-15.8445,-67.0223,-15.143
86,1342245003_0,line,BO,2056.0531919680802,115000,3.0,50.0,54,89,False,False,False,"LINESTRING (-66.8183 -18.2781, -66.818309 -18.278069, -66.836341 -18.281865, -66.8363 -18.2819)","MULTIPOINT ((-66.8183 -18.2781), (-66.8363 -18.2819))",POINT (-66.8183 -18.2781),POINT (-66.8363 -18.2819),-66.8183,-18.2781,-66.8363,-18.2819
87,-450422875_0,line,BO,127408.86335593039,115000,3.0,50.0,66,67,False,False,False,"LINESTRING (-66.7707 -14.9053, -66.770673 -14.905303, -65.630407 -15.000701, -65.6304 -15.0007)","MULTIPOINT ((-66.7707 -14.9053), (-65.6304 -15.0007))",POINT (-66.7707 -14.9053),POINT (-65.6304 -15.0007),-66.7707,-14.9053,-65.6304,-15.0007
88,2140782312_0,line,BO,83829.0553659716,115000,3.0,50.0,67,87,False,False,False,"LINESTRING (-65.6304 -15.0007, -65.630407 -15.000701, -64.892929 -14.853496, -64.8929 -14.8535)","MULTIPOINT ((-65.6304 -15.0007), (-64.8929 -14.8535))",POINT (-65.6304 -15.0007),POINT (-64.8929 -14.8535),-65.6304,-15.0007,-64.8929,-14.8535
89,-947615685_0,line,BO,39184.32250737165,115000,3.0,50.0,68,66,False,False,False,"LINESTRING (-67.0223 -15.143, -67.022302 -15.143031, -66.770673 -14.905303, -66.7707 -14.9053)","MULTIPOINT ((-67.0223 -15.143), (-66.7707 -14.9053))",POINT (-67.0223 -15.143),POINT (-66.7707 -14.9053),-67.0223,-15.143,-66.7707,-14.9053
90,-1008369492_0,line,BO,100793.9935024338,115000,3.0,50.0,68,90,False,False,False,"LINESTRING (-67.0223 -15.143, -67.022302 -15.143031, -67.586717 -14.458522, -67.5867 -14.4585)","MULTIPOINT ((-67.0223 -15.143), (-67.5867 -14.4585))",POINT (-67.0223 -15.143),POINT (-67.5867 -14.4585),-67.0223,-15.143,-67.5867,-14.4585
91,-724931943_0,line,BO,42282.476347364485,69000,3.0,50.0,69,91,False,False,False,"LINESTRING (-65.2684 -19.0446, -65.268434 -19.044647, -65.473905 -19.346342, -65.4739 -19.3463)","MULTIPOINT ((-65.2684 -19.0446), (-65.4739 -19.3463))",POINT (-65.2684 -19.0446),POINT (-65.4739 -19.3463),-65.2684,-19.0446,-65.4739,-19.3463
92,-1003233322_0,line,BO,7530.264757387049,69000,3.0,50.0,69,14,False,False,False,"LINESTRING (-65.2684 -19.0446, -65.268434 -19.044647, -65.218687 -19.001312, -65.2187 -19.0013)","MULTIPOINT ((-65.2684 -19.0446), (-65.2187 -19.0013))",POINT (-65.2684 -19.0446),POINT (-65.2187 -19.0013),-65.2684,-19.0446,-65.2187,-19.0013
93,-1698692648_0,line,BO,46258.90497901716,69000,3.0,50.0,27,72,False,False,False,"LINESTRING (-66.2309 -20.5556, -66.230868 -20.55558, -66.224161 -20.944125, -66.2242 -20.9441)","MULTIPOINT ((-66.2309 -20.5556), (-66.2242 -20.9441))",POINT (-66.2309 -20.5556),POINT (-66.2242 -20.9441),-66.2309,-20.5556,-66.2242,-20.9441
94,-1788193310_0,line,BO,15006.611050707048,69000,3.0,50.0,70,71,False,False,False,"LINESTRING (-65.5901 -19.5255, -65.590107 -19.525471, -65.721973 -19.551862, -65.722 -19.5519)","MULTIPOINT ((-65.5901 -19.5255), (-65.722 -19.5519))",POINT (-65.5901 -19.5255),POINT (-65.722 -19.5519),-65.5901,-19.5255,-65.722,-19.5519
95,950706355_0,line,BO,24788.360262027916,69000,3.0,50.0,70,91,False,False,False,"LINESTRING (-65.5901 -19.5255, -65.590107 -19.525471, -65.473905 -19.346342, -65.4739 -19.3463)","MULTIPOINT ((-65.5901 -19.5255), (-65.4739 -19.3463))",POINT (-65.5901 -19.5255),POINT (-65.4739 -19.3463),-65.5901,-19.5255,-65.4739,-19.3463
96,-1827864536_0,line,BO,10970.850244908424,69000,3.0,50.0,71,17,False,False,False,"LINESTRING (-65.722 -19.5519, -65.721973 -19.551862, -65.800775 -19.607625, -65.8008 -19.6076)","MULTIPOINT ((-65.722 -19.5519), (-65.8008 -19.6076))",POINT (-65.722 -19.5519),POINT (-65.8008 -19.6076),-65.722,-19.5519,-65.8008,-19.6076
97,793200187_0,line,BO,5492.580595442629,69000,3.0,50.0,21,71,False,False,False,"LINESTRING (-65.6858 -19.5203, -65.685776 -19.520262, -65.721973 -19.551862, -65.722 -19.5519)","MULTIPOINT ((-65.6858 -19.5203), (-65.722 -19.5519))",POINT (-65.6858 -19.5203),POINT (-65.722 -19.5519),-65.6858,-19.5203,-65.722,-19.5519
98,-1326778859_0,line,BO,26608.162169055482,69000,3.0,50.0,72,73,False,False,False,"LINESTRING (-66.2242 -20.9441, -66.224161 -20.944125, -66.174044 -21.162236, -66.174 -21.1622)","MULTIPOINT ((-66.2242 -20.9441), (-66.174 -21.1622))",POINT (-66.2242 -20.9441),POINT (-66.174 -21.1622),-66.2242,-20.9441,-66.174,-21.1622
99,-890252095_0,line,BO,30556.487866433243,69000,3.0,50.0,73,92,False,False,False,"LINESTRING (-66.174 -21.1622, -66.174044 -21.162236, -66.101534 -21.408919, -66.1015 -21.4089)","MULTIPOINT ((-66.174 -21.1622), (-66.1015 -21.4089))",POINT (-66.174 -21.1622),POINT (-66.1015 -21.4089),-66.174,-21.1622,-66.1015,-21.4089
100,1385764829_0,line,BO,38582.75688953745,69000,3.0,50.0,8,92,False,False,False,"LINESTRING (-65.7555 -21.4269, -65.755479 -21.42692, -66.101534 -21.408919, -66.1015 -21.4089)","MULTIPOINT ((-65.7555 -21.4269), (-66.1015 -21.4089))",POINT (-65.7555 -21.4269),POINT (-66.1015 -21.4089),-65.7555,-21.4269,-66.1015,-21.4089
101,211471178_0,line,BO,3491.352519689478,69000,3.0,50.0,8,74,False,False,False,"LINESTRING (-65.7555 -21.4269, -65.755479 -21.42692, -65.726282 -21.437582, -65.7263 -21.4376)","MULTIPOINT ((-65.7555 -21.4269), (-65.7263 -21.4376))",POINT (-65.7555 -21.4269),POINT (-65.7263 -21.4376),-65.7555,-21.4269,-65.7263,-21.4376
102,52149683_0,line,BO,77265.81679032884,69000,3.0,50.0,74,93,False,False,False,"LINESTRING (-65.7263 -21.4376, -65.726282 -21.437582, -65.597838 -22.071102, -65.5978 -22.0711)","MULTIPOINT ((-65.7263 -21.4376), (-65.5978 -22.0711))",POINT (-65.7263 -21.4376),POINT (-65.5978 -22.0711),-65.7263,-21.4376,-65.5978,-22.0711
103,591181987_0,line,BO,15479.856100544139,115000,3.0,50.0,55,94,False,False,False,"LINESTRING (-67.835 -16.286, -67.834986 -16.28604, -67.764009 -16.400788, -67.764 -16.4008)","MULTIPOINT ((-67.835 -16.286), (-67.764 -16.4008))",POINT (-67.835 -16.286),POINT (-67.764 -16.4008),-67.835,-16.286,-67.764,-16.4008
104,935740859_0,line,BO,53051.72878336372,115000,3.0,50.0,51,95,False,False,False,"LINESTRING (-67.5606 -15.8445, -67.560632 -15.844503, -67.880091 -15.504007, -67.8801 -15.504)","MULTIPOINT ((-67.5606 -15.8445), (-67.8801 -15.504))",POINT (-67.5606 -15.8445),POINT (-67.8801 -15.504),-67.5606,-15.8445,-67.8801,-15.504
105,604673162_0,line,BO,123678.50149749953,115000,3.0,50.0,75,96,False,False,False,"LINESTRING (-64.6109 -21.7177, -64.610915 -21.717739, -64.309656 -22.707758, -64.3097 -22.7078)","MULTIPOINT ((-64.6109 -21.7177), (-64.3097 -22.7078))",POINT (-64.6109 -21.7177),POINT (-64.3097 -22.7078),-64.6109,-21.7177,-64.3097,-22.7078
106,1187560986_0,line,BO,30563.080538020302,115000,3.0,50.0,45,75,False,False,False,"LINESTRING (-64.728 -21.4868, -64.728019 -21.486855, -64.610915 -21.717739, -64.6109 -21.7177)","MULTIPOINT ((-64.728 -21.4868), (-64.6109 -21.7177))",POINT (-64.728 -21.4868),POINT (-64.6109 -21.7177),-64.728,-21.4868,-64.6109,-21.7177
107,71312658_0,line,BO,10738.447265730461,230000,3.0,50.0,49,97,False,False,False,"LINESTRING (-63.63 -17.4267, -63.629968 -17.426749, -63.541716 -17.389583, -63.5417 -17.3896)","MULTIPOINT ((-63.63 -17.4267), (-63.5417 -17.3896))",POINT (-63.63 -17.4267),POINT (-63.5417 -17.3896),-63.63,-17.4267,-63.5417,-17.3896
108,1183053792_0,line,BO,21836.995250158754,230000,3.0,50.0,1,98,False,False,False,"LINESTRING (-68.1685 -16.6906, -68.169479 -16.691566, -68.359805 -16.646057, -68.3598 -16.6461)","MULTIPOINT ((-68.1685 -16.6906), (-68.3598 -16.6461))",POINT (-68.1685 -16.6906),POINT (-68.3598 -16.6461),-68.1685,-16.6906,-68.3598,-16.6461
109,868669670_0,line,BO,21836.995250158754,230000,3.0,50.0,1,98,False,False,False,"LINESTRING (-68.1685 -16.6906, -68.169479 -16.691566, -68.359805 -16.646057, -68.3598 -16.6461)","MULTIPOINT ((-68.1685 -16.6906), (-68.3598 -16.6461))",POINT (-68.1685 -16.6906),POINT (-68.3598 -16.6461),-68.1685,-16.6906,-68.3598,-16.6461
110,433304102_0,line,BO,108369.82347752413,115000,3.0,50.0,15,76,False,False,False,"LINESTRING (-65.2177 -19.0003, -65.218687 -19.001312, -64.305884 -19.320941, -64.3059 -19.3209)","MULTIPOINT ((-65.2177 -19.0003), (-64.3059 -19.3209))",POINT (-65.2177 -19.0003),POINT (-64.3059 -19.3209),-65.2177,-19.0003,-64.3059,-19.3209
111,869106671_0,line,BO,68756.91593140997,115000,3.0,50.0,76,77,False,False,False,"LINESTRING (-64.3059 -19.3209, -64.305884 -19.320941, -63.941685 -19.791017, -63.9417 -19.791)","MULTIPOINT ((-64.3059 -19.3209), (-63.9417 -19.791))",POINT (-64.3059 -19.3209),POINT (-63.9417 -19.791),-64.3059,-19.3209,-63.9417,-19.791
112,104355897_0,line,BO,51967.19296666769,115000,3.0,50.0,77,99,False,False,False,"LINESTRING (-63.9417 -19.791, -63.941685 -19.791017, -63.519685 -19.978729, -63.5197 -19.9787)","MULTIPOINT ((-63.9417 -19.791), (-63.5197 -19.9787))",POINT (-63.9417 -19.791),POINT (-63.5197 -19.9787),-63.9417,-19.791,-63.5197,-19.9787
113,1053115078_0,line,BO,6134.4770516760345,230000,3.0,50.0,24,100,False,False,False,"LINESTRING (-67.155 -21.1327, -67.156044 -21.133749, -67.210676 -21.127015, -67.2107 -21.127)","MULTIPOINT ((-67.155 -21.1327), (-67.2107 -21.127))",POINT (-67.155 -21.1327),POINT (-67.2107 -21.127),-67.155,-21.1327,-67.2107,-21.127
